date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total,dia_semana_num,day_of_year,mes,trimestre,feriado,Chuva_aberta,loja_id
2025-10-18,1,2025-10-17T06:00:00,19,17.64054298400879,18.347625732421875,16.75762939453125,96.4000015258789,99.3000030517578,89.80000305175781,4.125,5,291,10,4,0,4.125,2
2025-10-18,2,2025-10-17T06:00:00,20,17.16679573059082,18.0322265625,16.362213134765625,95.9499969482422,99.0,90.3000030517578,8.3125,5,291,10,4,0,8.3125,2
2025-10-18,3,2025-10-17T06:00:00,21,16.709707260131836,17.3076171875,15.567626953125,96.25,99.0,90.0,11.625,5,291,10,4,0,11.625,2
2025-10-18,4,2025-10-17T06:00:00,22,16.29277992248535,17.0565185546875,15.166534423828123,95.89999389648438,99.0999984741211,90.0,13.875,5,291,10,4,0,13.875,2
2025-10-18,5,2025-10-17T06:00:00,23,15.952263832092283,16.678924560546875,15.068939208984377,96.15000915527344,99.20000457763672,91.20000457763672,15.0,5,291,10,4,0,15.0,2
2025-10-18,6,2025-10-17T06:00:00,24,15.73019790649414,16.41143798828125,14.961456298828123,96.3000030517578,99.20000457763672,90.70000457763672,15.3125,5,291,10,4,0,15.3125,2
2025-10-18,7,2025-10-17T06:00:00,25,15.650890350341797,16.33172607421875,14.9017333984375,96.5999984741211,99.0999984741211,89.4000015258789,0.5,5,291,10,4,0,0.5,2
2025-10-18,8,2025-10-17T06:00:00,26,15.60543155670166,16.398345947265625,14.828338623046877,96.39999389648438,98.8000030517578,85.0999984741211,2.0,5,291,10,4,0,2.0,2
2025-10-18,9,2025-10-17T06:00:00,27,15.515143394470217,16.427642822265625,14.497650146484377,95.9499969482422,98.4000015258789,80.5999984741211,4.25,5,291,10,4,0,4.25,2
2025-10-18,10,2025-10-17T06:00:00,28,15.542716026306152,16.894378662109375,14.3743896484375,95.35000610351562,98.40000915527344,81.70000457763672,5.0625,5,291,10,4,0,5.0625,2
2025-10-18,11,2025-10-17T06:00:00,29,16.080265045166016,17.954864501953125,14.494842529296877,93.0999984741211,98.4000015258789,79.30000305175781,5.5,5,291,10,4,0,5.5,2
2025-10-18,12,2025-10-17T06:00:00,30,16.610300064086914,18.79779052734375,14.6278076171875,90.6999969482422,97.9000015258789,72.0999984741211,6.375,5,291,10,4,0,6.375,2
