date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total,dia_semana_num,day_of_year,mes,trimestre,feriado,Chuva_aberta,loja_id
2025-10-18,13,2025-10-17T06:00:00,31,16.93323516845703,20.00531005859375,14.88531494140625,89.3499984741211,97.0999984741211,64.0999984741211,0.9375,5,291,10,4,0,0.9375,2
2025-10-18,14,2025-10-17T06:00:00,32,17.712560653686523,20.866729736328125,14.46673583984375,83.14999389648438,96.3000030517578,58.09999847412109,1.875,5,291,10,4,0,1.875,2
2025-10-18,15,2025-10-17T06:00:00,33,18.91123390197754,22.061248779296875,15.26123046875,67.94999694824219,91.6999969482422,53.79999923706055,2.5625,5,291,10,4,0,2.5625,2
2025-10-18,16,2025-10-17T06:00:00,34,20.547101974487305,22.97210693359375,17.872100830078125,60.150001525878906,80.30000305175781,50.10000228881836,3.375,5,291,10,4,0,3.375,2
2025-10-18,17,2025-10-17T06:00:00,35,21.24199867248535,23.17950439453125,18.4794921875,55.69999694824219,77.30000305175781,48.400001525878906,3.875,5,291,10,4,0,3.875,2
2025-10-18,18,2025-10-17T06:00:00,36,21.251379013061523,22.830535888671875,19.4305419921875,58.5,73.0,53.400001525878906,4.125,5,291,10,4,0,4.125,2
2025-10-18,19,2025-10-17T06:00:00,37,20.05966186523437,21.530487060546875,19.1304931640625,65.60000610351562,71.4000015258789,54.5,0.5625,5,291,10,4,0,0.5625,2
2025-10-18,20,2025-10-17T06:00:00,38,18.883623123168945,20.50863647460937,17.2086181640625,70.55000305175781,75.0,58.0,1.3125,5,291,10,4,0,1.3125,2
2025-10-18,21,2025-10-17T06:00:00,39,17.294553756713867,18.52789306640625,15.52789306640625,71.55000305175781,79.0999984741211,64.0999984741211,1.625,5,291,10,4,0,1.625,2
2025-10-18,22,2025-10-17T06:00:00,40,15.577448844909668,16.794952392578125,14.354949951171877,70.25,78.5,61.09999847412109,1.6875,5,291,10,4,0,1.6875,2
2025-10-18,23,2025-10-17T06:00:00,41,14.395171165466309,15.531005859375,13.191009521484377,69.9000015258789,83.9000015258789,59.900001525878906,1.75,5,291,10,4,0,1.75,2
2025-10-19,0,2025-10-17T06:00:00,42,13.381400108337402,14.5947265625,11.9747314453125,69.75,79.0,60.20000076293945,1.8125,6,292,10,4,0,1.8125,2
2025-10-19,1,2025-10-17T06:00:00,43,12.343743324279783,13.538330078125,10.9083251953125,71.5999984741211,83.5,63.400001525878906,0.0,6,292,10,4,0,0.0,2
2025-10-19,2,2025-10-17T06:00:00,44,11.380115509033203,12.32427978515625,10.13427734375,75.69999694824219,85.5999984741211,65.0999984741211,0.0,6,292,10,4,0,0.0,2
2025-10-19,3,2025-10-17T06:00:00,45,10.45632266998291,11.484649658203123,9.124664306640623,79.69999694824219,90.5999984741211,69.5,0.0,6,292,10,4,0,0.0,2
2025-10-19,4,2025-10-17T06:00:00,46,9.8418550491333,10.8272705078125,8.50726318359375,81.19999694824219,92.9000015258789,72.80000305175781,0.0,6,292,10,4,0,0.0,2
2025-10-19,5,2025-10-17T06:00:00,47,9.282672882080078,10.21807861328125,8.048095703125,83.5,94.1999969482422,76.5,0.0,6,292,10,4,0,0.0,2
2025-10-19,6,2025-10-17T06:00:00,48,8.698500633239746,10.031005859375,7.34100341796875,85.5,95.0999984741211,76.30000305175781,0.0,6,292,10,4,0,0.0,2
2025-10-19,7,2025-10-17T06:00:00,49,8.286805152893066,9.50054931640625,7.070556640625,87.44999694824219,95.3000030517578,78.0999984741211,0.0,6,292,10,4,0,0.0,2
2025-10-19,8,2025-10-17T06:00:00,50,7.989387512207031,9.06396484375,6.853973388671875,88.55000305175781,95.6999969482422,79.9000015258789,0.0,6,292,10,4,0,0.0,2
2025-10-19,9,2025-10-17T06:00:00,51,7.824958801269531,8.787872314453125,6.797882080078125,89.25,95.5,81.0,0.0,6,292,10,4,0,0.0,2
2025-10-19,10,2025-10-17T06:00:00,52,9.651676177978516,10.607086181640623,8.777099609375,84.0,88.0,79.30000305175781,0.0,6,292,10,4,0,0.0,2
2025-10-19,11,2025-10-17T06:00:00,53,12.256083488464355,13.4710693359375,11.2410888671875,73.3499984741211,80.0,68.9000015258789,0.0,6,292,10,4,0,0.0,2
2025-10-19,12,2025-10-17T06:00:00,54,14.200148582458496,15.5159912109375,12.725982666015623,66.44999694824219,72.5,60.79999923706055,0.0,6,292,10,4,0,0.0,2
2025-10-19,13,2025-10-17T06:00:00,55,15.688715934753418,17.127471923828125,13.907470703125,60.5,69.5999984741211,54.79999923706055,0.0,6,292,10,4,0,0.0,2
2025-10-19,14,2025-10-17T06:00:00,56,16.92768669128418,18.4735107421875,15.17352294921875,55.95000076293945,66.30000305175781,49.5,0.0,6,292,10,4,0,0.0,2
2025-10-19,15,2025-10-17T06:00:00,57,17.931875228881836,19.473541259765625,16.273529052734375,53.05000305175781,63.29999923706055,46.20000076293945,0.0,6,292,10,4,0,0.0,2
2025-10-19,16,2025-10-17T06:00:00,58,18.681825637817383,20.173492431640625,17.073486328125,51.5,61.0,44.900001525878906,0.0,6,292,10,4,0,0.0,2
2025-10-19,17,2025-10-17T06:00:00,59,19.069515228271484,20.54452514648437,17.344512939453125,50.650001525878906,59.5,44.29999923706055,0.0,6,292,10,4,0,0.0,2
2025-10-19,18,2025-10-17T06:00:00,60,19.09673500061035,20.59674072265625,17.396728515625,51.09999847412109,59.09999847412109,44.70000076293945,0.0,6,292,10,4,0,0.0,2
2025-10-19,19,2025-10-17T06:00:00,61,18.87787437438965,20.34454345703125,17.34454345703125,54.59999847412109,64.0999984741211,47.900001525878906,0.0,6,292,10,4,0,0.0,2
2025-10-19,20,2025-10-17T06:00:00,62,18.136173248291016,19.52783203125,16.427825927734375,61.79999923706055,69.30000305175781,54.79999923706055,0.0,6,292,10,4,0,0.0,2
2025-10-19,21,2025-10-17T06:00:00,63,16.14240074157715,17.401580810546875,14.54156494140625,69.80000305175781,74.19999694824219,61.79999923706055,0.0,6,292,10,4,0,0.0,2
2025-10-19,22,2025-10-17T06:00:00,64,13.653813362121582,14.94256591796875,11.94256591796875,73.94999694824219,76.69999694824219,69.4000015258789,0.0,6,292,10,4,0,0.0,2
2025-10-19,23,2025-10-17T06:00:00,65,13.060463905334473,14.7113037109375,11.361297607421877,72.69999694824219,79.4000015258789,68.4000015258789,0.0,6,292,10,4,0,0.0,2
2025-10-20,0,2025-10-17T06:00:00,66,12.77120304107666,14.362030029296877,11.122039794921877,70.44999694824219,78.69999694824219,66.9000015258789,0.0,0,293,10,4,0,0.0,2
2025-10-20,1,2025-10-17T06:00:00,67,12.040682792663574,13.5010986328125,10.5010986328125,72.1500015258789,78.5999984741211,68.80000305175781,0.0,0,293,10,4,0,0.0,2
2025-10-20,2,2025-10-17T06:00:00,68,11.255661964416504,12.719818115234377,9.9598388671875,74.14999389648438,80.69999694824219,69.5999984741211,0.0,0,293,10,4,0,0.0,2
2025-10-20,3,2025-10-17T06:00:00,69,10.670509338378906,12.12091064453125,9.25091552734375,76.3499984741211,82.5,71.5,0.0,0,293,10,4,0,0.0,2
2025-10-20,4,2025-10-17T06:00:00,70,10.089306831359863,11.706390380859377,8.6763916015625,78.94999694824219,86.4000015258789,74.30000305175781,0.0,0,293,10,4,0,0.0,2
2025-10-20,5,2025-10-17T06:00:00,71,9.566120147705078,11.14361572265625,7.873626708984375,82.0999984741211,91.3000030517578,77.5,0.0,0,293,10,4,0,0.0,2
2025-10-20,6,2025-10-17T06:00:00,72,9.23006534576416,10.7000732421875,7.4500732421875,84.5,94.70000457763672,78.70000457763672,0.0,0,293,10,4,0,0.0,2
2025-10-20,7,2025-10-17T06:00:00,73,9.06060791015625,10.795623779296877,7.165618896484375,84.3499984741211,96.5,77.0999984741211,0.0,0,293,10,4,0,0.0,2
2025-10-20,8,2025-10-17T06:00:00,74,8.750553131103516,10.4718017578125,7.011810302734375,84.4000015258789,96.5,77.9000015258789,0.0,0,293,10,4,0,0.0,2
2025-10-20,9,2025-10-17T06:00:00,75,8.426430702209473,10.32269287109375,6.8826904296875,85.20001220703125,95.60000610351562,78.20000457763672,0.0,0,293,10,4,0,0.0,2
2025-10-20,10,2025-10-17T06:00:00,76,9.863788604736328,11.18170166015625,8.3717041015625,83.80000305175781,89.69999694824219,76.5999984741211,0.0,0,293,10,4,0,0.0,2
2025-10-20,11,2025-10-17T06:00:00,77,12.36789608001709,13.38165283203125,10.711639404296877,75.94999694824219,82.30000305175781,65.5,0.0,0,293,10,4,0,0.0,2
2025-10-20,12,2025-10-17T06:00:00,78,14.622493743896484,15.8358154296875,12.755828857421877,68.60000610351562,76.80000305175781,59.0,0.0,0,293,10,4,0,0.0,2
2025-10-20,13,2025-10-17T06:00:00,79,16.570981979370117,17.788482666015625,14.8184814453125,61.69999694824219,71.4000015258789,55.0,0.0,0,293,10,4,0,0.0,2
2025-10-20,14,2025-10-17T06:00:00,80,18.19346046447754,19.63470458984375,16.364715576171875,57.75,67.9000015258789,50.20000076293945,0.0,0,293,10,4,0,0.0,2
2025-10-20,15,2025-10-17T06:00:00,81,19.43701934814453,21.02450561523437,17.62451171875,55.25,65.0,45.400001525878906,0.0,0,293,10,4,0,0.0,2
2025-10-20,16,2025-10-17T06:00:00,82,20.38066291809082,22.126495361328125,18.5264892578125,52.84999847412109,62.400001525878906,41.29999923706055,0.0,0,293,10,4,0,0.0,2
2025-10-20,17,2025-10-17T06:00:00,83,20.92256736755371,22.672576904296875,19.172576904296875,51.45000076293945,61.400001525878906,39.20000076293945,0.0,0,293,10,4,0,0.0,2
2025-10-20,18,2025-10-17T06:00:00,84,21.012115478515625,22.56210327148437,19.262115478515625,51.59999847412109,61.29999923706055,38.79999923706055,0.0,0,293,10,4,0,0.0,2
2025-10-20,19,2025-10-17T06:00:00,85,20.759721755981445,22.209716796875,19.209716796875,55.650001525878906,65.69999694824219,41.0,0.0,0,293,10,4,0,0.0,2
2025-10-20,20,2025-10-17T06:00:00,86,19.946855545043945,21.22186279296875,18.5218505859375,63.59999847412109,70.4000015258789,51.29999923706055,0.0,0,293,10,4,0,0.0,2
2025-10-20,21,2025-10-17T06:00:00,87,17.90751075744629,18.511688232421875,16.811676025390625,71.80000305175781,77.0,67.0,0.0,0,293,10,4,0,0.0,2
2025-10-20,22,2025-10-17T06:00:00,88,15.186840057373049,16.3193359375,13.859344482421877,76.94999694824219,83.9000015258789,71.0999984741211,0.0,0,293,10,4,0,0.0,2
2025-10-20,23,2025-10-17T06:00:00,89,14.062156677246094,15.407989501953123,12.50799560546875,79.75,89.80000305175781,72.0,0.0,0,293,10,4,0,0.0,2
2025-10-21,0,2025-10-17T06:00:00,90,13.727508544921877,15.508758544921877,12.258758544921877,80.65000915527344,90.10000610351562,70.70000457763672,0.0,1,294,10,4,0,0.0,2
2025-10-21,1,2025-10-17T06:00:00,91,13.227897644042969,15.089141845703123,11.479156494140623,83.05000305175781,92.5999984741211,74.30000305175781,0.0,1,294,10,4,0,0.0,2
2025-10-21,2,2025-10-17T06:00:00,92,12.452975273132324,14.021728515625,10.8917236328125,86.25,95.4000015258789,81.0,0.0,1,294,10,4,0,0.0,2
2025-10-21,3,2025-10-17T06:00:00,93,11.842270851135254,13.169769287109377,10.45977783203125,88.0,97.0999984741211,79.80000305175781,0.0,1,294,10,4,0,0.0,2
2025-10-21,4,2025-10-17T06:00:00,94,11.434447288513184,12.62652587890625,10.1865234375,88.14999389648438,97.0999984741211,78.4000015258789,0.0,1,294,10,4,0,0.0,2
2025-10-21,5,2025-10-17T06:00:00,95,11.139915466308594,12.0782470703125,9.928253173828123,88.5,97.0999984741211,80.30000305175781,0.0,1,294,10,4,0,0.0,2
2025-10-21,6,2025-10-17T06:00:00,96,10.731857299804688,12.133514404296877,9.42352294921875,90.1999969482422,97.5,79.5,0.0,1,294,10,4,0,0.0,2
2025-10-21,7,2025-10-17T06:00:00,97,10.321688652038574,11.76544189453125,9.075439453125,91.25,97.5999984741211,78.0999984741211,0.0,1,294,10,4,0,0.0,2
2025-10-21,8,2025-10-17T06:00:00,98,9.977940559387209,11.33251953125,8.7225341796875,90.39999389648438,98.0,78.0,0.0,1,294,10,4,0,0.0,2
2025-10-21,9,2025-10-17T06:00:00,99,9.686490058898926,11.05023193359375,8.43023681640625,91.3000030517578,98.20000457763672,79.20000457763672,0.0,1,294,10,4,0,0.0,2
2025-10-21,10,2025-10-17T06:00:00,100,11.085610389709473,12.355621337890623,9.74560546875,87.55000305175781,92.40000915527344,79.20000457763672,0.0,1,294,10,4,0,0.0,2
2025-10-21,11,2025-10-17T06:00:00,101,13.527865409851074,15.174957275390623,11.854949951171877,78.30000305175781,83.30000305175781,68.80000305175781,0.0,1,294,10,4,0,0.0,2
2025-10-21,12,2025-10-17T06:00:00,102,15.65442943572998,17.242767333984375,13.832763671875,68.85000610351562,75.69999694824219,60.70000076293945,0.0,1,294,10,4,0,0.0,2
2025-10-21,13,2025-10-17T06:00:00,103,17.587244033813477,19.176422119140625,15.596405029296877,61.900001525878906,70.9000015258789,54.29999923706055,0.0,1,294,10,4,0,0.0,2
2025-10-21,14,2025-10-17T06:00:00,104,19.228233337402344,20.985321044921875,17.285308837890625,57.29999923706055,67.0,49.20000076293945,0.0,1,294,10,4,0,0.0,2
2025-10-21,15,2025-10-17T06:00:00,105,20.581920623779297,22.478179931640625,18.588165283203125,54.45000457763672,64.10000610351562,45.10000228881836,0.0,1,294,10,4,0,0.0,2
2025-10-21,16,2025-10-17T06:00:00,106,21.65495109558105,23.669952392578125,19.59994506835937,52.34999847412109,62.400001525878906,42.29999923706055,0.0,1,294,10,4,0,0.0,2
2025-10-21,17,2025-10-17T06:00:00,107,22.37482643127441,24.50814819335937,20.30816650390625,51.95000076293945,61.5,41.29999923706055,0.0,1,294,10,4,0,0.0,2
2025-10-21,18,2025-10-17T06:00:00,108,22.686805725097656,24.75347900390625,20.653472900390625,52.0,61.0,42.0,0.0,1,294,10,4,0,0.0,2
2025-10-21,19,2025-10-17T06:00:00,109,22.65672874450684,24.74838256835937,20.648406982421875,54.900001525878906,65.4000015258789,46.5,0.0,1,294,10,4,0,0.0,2
2025-10-21,20,2025-10-17T06:00:00,110,21.88150978088379,23.770263671875,20.07025146484375,63.0,70.19999694824219,54.400001525878906,0.0,1,294,10,4,0,0.0,2
2025-10-21,21,2025-10-17T06:00:00,111,19.70558738708496,21.249755859375,18.29974365234375,72.05000305175781,79.0,67.0,0.0,1,294,10,4,0,0.0,2
2025-10-21,22,2025-10-17T06:00:00,112,16.796659469604492,18.11083984375,15.570831298828123,80.0,86.5999984741211,72.80000305175781,0.0,1,294,10,4,0,0.0,2
2025-10-21,23,2025-10-17T06:00:00,113,15.67968463897705,16.85260009765625,14.73260498046875,82.5,86.0999984741211,77.5,0.0,1,294,10,4,0,0.0,2
2025-10-22,0,2025-10-17T06:00:00,114,15.23314380645752,16.334808349609375,14.274810791015623,82.75000762939453,85.70000457763672,76.20000457763672,0.0,2,295,10,4,0,0.0,2
2025-10-22,1,2025-10-17T06:00:00,115,15.160304069519045,16.76739501953125,13.88739013671875,81.39999389648438,88.30000305175781,71.30000305175781,0.0,2,295,10,4,0,0.0,2
2025-10-22,2,2025-10-17T06:00:00,116,14.77640151977539,16.392242431640625,13.072235107421877,82.9000015258789,90.1999969482422,71.30000305175781,0.0,2,295,10,4,0,0.0,2
2025-10-22,3,2025-10-17T06:00:00,117,14.181857109069824,15.398529052734377,13.018524169921877,83.69999694824219,93.5999984741211,74.5999984741211,0.0,2,295,10,4,0,0.0,2
2025-10-22,4,2025-10-17T06:00:00,118,13.68008518218994,15.08758544921875,12.497589111328123,83.9000015258789,97.4000015258789,75.9000015258789,0.0,2,295,10,4,0,0.0,2
2025-10-22,5,2025-10-17T06:00:00,119,13.267074584960938,14.833740234375,12.083740234375,84.1500015258789,98.0999984741211,75.9000015258789,0.0,2,295,10,4,0,0.0,2
2025-10-22,6,2025-10-17T06:00:00,120,12.965415000915527,14.642913818359377,11.67291259765625,83.94999694824219,98.3000030517578,74.80000305175781,0.0,2,295,10,4,0,0.0,2
