date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-18,0,2025-10-16T06:00:00,42,23.527599334716797,36.602325439453125,-9.467681884765625,76.30000305175781,100.0,8.0,27698.8125
