date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-18,5,2025-10-16T06:00:00,47,21.840234756469727,32.35528564453125,-9.64471435546875,78.4000015258789,99.9000015258789,7.5,22746.875
