date,hour,forecast_base,forecast_hour,precipitacao_total,rad_total,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,vento_vel_media,vento_raj_max,rad_mediana,rad_max,rad_min,dia_semana_num,day_of_year,mes,trimestre,feriado,Chuva_aberta,loja_id
2025-10-23,16,2025-10-23T15:00:00-03:00,1,0.0,0.0,26.771234130859398,26.771234130859398,26.771234130859398,55.900001525878906,55.900001525878906,55.900001525878906,,,0.0,0.0,0.0,3,296,10,4,0,0.0,1
2025-10-23,17,2025-10-23T15:00:00-03:00,2,0.0,0.0,25.680688476562523,25.680688476562523,25.680688476562523,60.29999923706055,60.29999923706055,60.29999923706055,,,0.0,0.0,0.0,3,296,10,4,0,0.0,1
2025-10-23,18,2025-10-23T15:00:00-03:00,3,0.0,0.0,23.391168212890648,23.391168212890648,23.391168212890648,69.0,69.0,69.0,,,0.0,0.0,0.0,3,296,10,4,0,0.0,1
2025-10-23,19,2025-10-23T15:00:00-03:00,4,0.0,0.0,20.746942138671898,20.746942138671898,20.746942138671898,70.9000015258789,70.9000015258789,70.9000015258789,,,0.0,0.0,0.0,3,296,10,4,0,0.0,1
2025-10-23,20,2025-10-23T15:00:00-03:00,5,0.0,0.0,19.711083984375023,19.711083984375023,19.711083984375023,72.9000015258789,72.9000015258789,72.9000015258789,,,0.0,0.0,0.0,3,296,10,4,0,0.0,1
2025-10-23,21,2025-10-23T15:00:00-03:00,6,0.0,0.0,18.851800537109398,18.851800537109398,18.851800537109398,75.80000305175781,75.80000305175781,75.80000305175781,,,0.0,0.0,0.0,3,296,10,4,0,0.0,1
2025-10-23,22,2025-10-23T15:00:00-03:00,7,0.0,0.0,18.109185791015648,18.109185791015648,18.109185791015648,76.9000015258789,76.9000015258789,76.9000015258789,,,0.0,0.0,0.0,3,296,10,4,0,0.0,1
2025-10-23,23,2025-10-23T15:00:00-03:00,8,0.0,0.0,17.503198242187523,17.503198242187523,17.503198242187523,76.0,76.0,76.0,,,0.0,0.0,0.0,3,296,10,4,0,0.0,1
2025-10-24,0,2025-10-23T15:00:00-03:00,9,0.0,0.0,17.188684082031273,17.188684082031273,17.188684082031273,73.5999984741211,73.5999984741211,73.5999984741211,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,1,2025-10-23T15:00:00-03:00,10,0.0,0.0,17.156518554687523,17.156518554687523,17.156518554687523,70.69999694824219,70.69999694824219,70.69999694824219,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,2,2025-10-23T15:00:00-03:00,11,0.0,0.0,16.663781738281273,16.663781738281273,16.663781738281273,71.9000015258789,71.9000015258789,71.9000015258789,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,3,2025-10-23T15:00:00-03:00,12,0.0,0.0,16.797021484375023,16.797021484375023,16.797021484375023,71.60000610351562,71.60000610351562,71.60000610351562,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,4,2025-10-23T15:00:00-03:00,13,0.0,0.0,16.737023925781273,16.737023925781273,16.737023925781273,71.80000305175781,71.80000305175781,71.80000305175781,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,5,2025-10-23T15:00:00-03:00,14,0.0,0.0,16.717553710937523,16.717553710937523,16.717553710937523,70.40000915527344,70.40000915527344,70.40000915527344,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,6,2025-10-23T15:00:00-03:00,15,0.0,0.0,16.798486328125023,16.798486328125023,16.798486328125023,68.19999694824219,68.19999694824219,68.19999694824219,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,7,2025-10-23T15:00:00-03:00,16,0.0,0.0,17.586358642578148,17.586358642578148,17.586358642578148,72.5999984741211,72.5999984741211,72.5999984741211,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,8,2025-10-23T15:00:00-03:00,17,0.0,0.0,19.255090332031273,19.255090332031273,19.255090332031273,69.80000305175781,69.80000305175781,69.80000305175781,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,9,2025-10-23T15:00:00-03:00,18,0.0,0.0,21.093835449218773,21.093835449218773,21.093835449218773,66.30000305175781,66.30000305175781,66.30000305175781,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,10,2025-10-23T15:00:00-03:00,19,0.0,0.0,22.767968750000023,22.767968750000023,22.767968750000023,60.5,60.5,60.5,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,11,2025-10-23T15:00:00-03:00,20,0.0,0.0,24.048272705078148,24.048272705078148,24.048272705078148,57.099998474121094,57.099998474121094,57.099998474121094,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,12,2025-10-23T15:00:00-03:00,21,0.0,0.0,24.727166748046898,24.727166748046898,24.727166748046898,58.5,58.5,58.5,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,13,2025-10-23T15:00:00-03:00,22,0.0,0.0,26.734613037109398,26.734613037109398,26.734613037109398,50.70000076293945,50.70000076293945,50.70000076293945,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,14,2025-10-23T15:00:00-03:00,23,0.0,0.0,27.846887207031273,27.846887207031273,27.846887207031273,47.70000076293945,47.70000076293945,47.70000076293945,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,15,2025-10-23T15:00:00-03:00,24,0.0,0.0,27.648858642578148,27.648858642578148,27.648858642578148,52.099998474121094,52.099998474121094,52.099998474121094,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,16,2025-10-23T15:00:00-03:00,25,0.0,0.0,25.734735107421898,25.734735107421898,25.734735107421898,61.900001525878906,61.900001525878906,61.900001525878906,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,17,2025-10-23T15:00:00-03:00,26,0.0,0.0,25.429498291015648,25.429498291015648,25.429498291015648,64.30000305175781,64.30000305175781,64.30000305175781,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,18,2025-10-23T15:00:00-03:00,27,0.0,0.0,23.588250732421898,23.588250732421898,23.588250732421898,69.69999694824219,69.69999694824219,69.69999694824219,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
2025-10-24,19,2025-10-23T15:00:00-03:00,28,0.0,0.0,22.611260986328148,22.611260986328148,22.611260986328148,69.19999694824219,69.19999694824219,69.19999694824219,,,0.0,0.0,0.0,4,297,10,4,0,0.0,1
