date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-19,4,2025-10-16T06:00:00,70,21.29607582092285,33.54345703125,-3.88653564453125,79.0,100.0,11.699999809265137,26887.125
