date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-07,3,2025-10-06T06:00:00,21,21.106800079345703,32.486328125,-17.713668823242188,77.0,99.80000305175781,5.0,7297.5
