date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-17,22,2025-10-17T00:00:00,22,18.201417922973633,18.534759521484375,17.7347412109375,96.69999694824219,99.19999694824219,94.5999984741211,69.125
