date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-22,5,2025-10-17T06:00:00,119,13.267074584960938,14.833740234375,12.083740234375,84.1500015258789,98.0999984741211,75.9000015258789,0.0
