date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-19,18,2025-10-17T00:00:00,66,19.00148582458496,20.38482666015625,17.184814453125,50.05000305175781,58.900001525878906,43.79999923706055,0.0
