date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-20,1,2025-10-16T06:00:00,91,21.437700271606445,34.03363037109375,-6.9163818359375,76.19999694824219,100.0,9.100000381469727,5105.75
