date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-12,15,2025-10-08T06:00:00,105,27.28952980041504,42.01702880859375,-5.272979736328125,54.70000076293945,99.80000305175781,1.5,10798.8125
