date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-19,17,2025-10-16T06:00:00,83,27.33869743347168,44.5645751953125,-0.73541259765625,52.099998474121094,100.0,3.1000001430511475,20560.125
