date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-06,18,2025-10-06T06:00:00,12,27.3122501373291,42.995086669921875,-8.304931640625,51.70000076293945,99.5,1.2000000476837158,12907.25
