date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-21,9,2025-10-17T00:00:00,105,9.542640686035156,10.89013671875,8.300140380859375,86.80000305175781,98.30000305175781,73.80000305175781,0.0
