date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-18,1,2025-10-16T06:00:00,43,23.12804412841797,35.94805908203125,-9.971923828125,76.9000015258789,100.0,9.199999809265137,4371.25
