date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-16,22,2025-10-16T06:00:00,16,24.767122268676758,40.0677490234375,-6.73223876953125,72.0,99.9000015258789,3.9000000953674316,12690.6875
