date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-09,15,2025-10-06T06:00:00,81,26.266151428222656,43.328399658203125,-1.82159423828125,62.29999923706055,99.80000305175781,2.200000047683716,6503.5
