date,loja_id,temp_max,temp_min,temp_media,umid_mediana,umid_max,umid_min,precipitacao_total,Chuva_aberta,rad_total,rad_mediana,rad_max,rad_min,vento_vel_media,vento_raj_max,dia_semana_num,day_of_year,mes,trimestre,feriado,forecast_base
2025-10-24,1,25.783563232421898,20.094049072265648,22.766994367327033,66.9642859867641,73.19999694824219,55.79999923706055,0.0,0.0,0.0,0.0,0.0,0.0,,,4,297,10,4,0,2025-10-24T09:00:00-03:00
2025-10-24,2,25.783563232421898,20.094049072265648,22.766994367327033,66.9642859867641,73.19999694824219,55.79999923706055,0.0,0.0,0.0,0.0,0.0,0.0,,,4,297,10,4,0,2025-10-24T09:00:00-03:00
2025-10-25,1,22.187615966796898,16.433526611328148,19.406031545003277,75.07916688919067,95.5999984741211,46.0,2.520833333333333,2.520833333333333,0.0,0.0,0.0,0.0,,,5,298,10,4,0,2025-10-24T09:00:00-03:00
2025-10-25,2,22.187615966796898,16.433526611328148,19.406031545003277,75.07916688919067,95.5999984741211,46.0,2.520833333333333,2.520833333333333,0.0,0.0,0.0,0.0,,,5,298,10,4,0,2025-10-24T09:00:00-03:00
2025-10-26,1,18.192132568359398,13.760766601562523,15.521597798665388,91.71666781107585,98.0,82.30000305175781,-2.5208333333333335,-2.5208333333333335,0.0,0.0,0.0,0.0,,,6,299,10,4,0,2025-10-24T09:00:00-03:00
2025-10-26,2,18.192132568359398,13.760766601562523,15.521597798665388,91.71666781107585,98.0,82.30000305175781,-2.5208333333333335,-2.5208333333333335,0.0,0.0,0.0,0.0,,,6,299,10,4,0,2025-10-24T09:00:00-03:00
2025-10-27,1,22.999719238281273,11.256524658203148,16.997143046061222,73.41250149408977,97.9000015258789,47.5,0.0,0.0,0.0,0.0,0.0,0.0,,,0,300,10,4,0,2025-10-24T09:00:00-03:00
2025-10-27,2,22.999719238281273,11.256524658203148,16.997143046061222,73.41250149408977,97.9000015258789,47.5,0.0,0.0,0.0,0.0,0.0,0.0,,,0,300,10,4,0,2025-10-24T09:00:00-03:00
2025-10-28,1,22.604608154296898,11.233911132812523,16.33034413655601,72.52500057220459,86.69999694824219,56.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,301,10,4,0,2025-10-24T09:00:00-03:00
2025-10-28,2,22.604608154296898,11.233911132812523,16.33034413655601,72.52500057220459,86.69999694824219,56.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,301,10,4,0,2025-10-24T09:00:00-03:00
2025-10-29,1,17.049432373046898,13.346459960937523,14.442349243164085,84.53000183105469,92.00000762939453,78.10000610351562,0.3125,0.3125,0.0,0.0,0.0,0.0,,,2,302,10,4,0,2025-10-24T09:00:00-03:00
2025-10-29,2,17.049432373046898,13.346459960937523,14.442349243164085,84.53000183105469,92.00000762939453,78.10000610351562,0.3125,0.3125,0.0,0.0,0.0,0.0,,,2,302,10,4,0,2025-10-24T09:00:00-03:00
