date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-19,20,2025-10-17T00:00:00,68,18.206981658935547,19.727813720703125,16.6278076171875,60.900001525878906,68.69999694824219,52.5,0.0
