date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-19,8,2025-10-17T00:00:00,56,7.914409637451172,9.14398193359375,6.743988037109375,88.8499984741211,95.9000015258789,79.30000305175781,0.0
