date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-18,16,2025-10-16T06:00:00,58,28.091032028198242,44.628509521484375,0.52850341796875,55.900001525878906,99.5999984741211,4.099999904632568,23200.875
