date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-18,5,2025-10-17T00:00:00,29,15.861674308776855,16.438751220703125,14.91876220703125,96.30000305175781,99.19999694824219,91.4000015258789,7.0
