date,hour,forecast_base,forecast_hour,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,precipitacao_total
2025-10-21,19,2025-10-17T00:00:00,115,22.5452938079834,24.945281982421875,20.5452880859375,57.849998474121094,65.80000305175781,47.400001525878906,0.0
